x,y,source
7.3661046,-1.7227906,natural
13.950436,1.2311075,natural
1.9881008,-0.41768217,natural
5.1233516,-3.3399851,natural
9.708466,6.4882236,natural
-2.3254516,4.2188973,natural
7.2945385,-1.3517886,natural
11.450448,7.7787995,natural
8.509008,5.6180363,natural
12.445725,-1.351357,natural
2.2926965,-3.4238434,natural
5.51494,-1.7883153,natural
-2.4962926,3.646669,natural
12.727868,4.554231,natural
13.99696,4.176315,natural
-2.3985095,4.4740086,natural
5.436388,-2.9906893,natural
15.880466,2.9624846,natural
6.6013665,-2.445313,natural
-1.748651,3.7229998,natural
9.64301,6.7045503,natural
5.4728227,-1.7035881,natural
3.1461132,-0.9368657,natural
13.260135,2.4743187,natural
14.8830385,4.8523884,natural
13.623836,-2.9213507,natural
12.439835,-1.2283512,natural
13.796929,1.2509047,natural
15.794064,2.7307208,natural
2.9245005,-2.3251593,natural
14.133009,2.55012,natural
9.660616,3.5778055,natural
9.8011675,3.655274,natural
9.725999,6.494249,natural
12.308008,-1.0508592,natural
2.0423474,0.33678567,natural
6.7098727,-2.886972,natural
15.000245,0.15742049,natural
3.3174121,-4.923396,natural
13.570213,1.248751,natural
-2.3910227,4.085658,natural
13.52549,0.34981614,natural
12.135349,4.0597577,natural
15.728051,2.7289128,natural
12.884637,2.387178,natural
2.788481,-4.7839375,natural
10.089893,1.1529877,natural
12.019121,4.4112816,natural
5.353726,-0.9311271,natural
6.903399,6.757553,natural
9.663663,3.576111,natural
2.3545482,-2.8284543,natural
10.70356,-0.8770133,natural
-2.7345717,4.056863,natural
14.11044,4.452351,natural
12.49823,-0.19261044,natural
10.565468,4.2371173,natural
14.881503,4.079781,natural
15.100758,0.096366026,natural
2.7092245,-0.485293,natural
5.435584,-2.5141819,natural
4.8103576,-2.8660731,natural
3.2484763,-0.10091171,natural
11.459156,1.6408339,natural
14.926603,1.5794557,natural
-3.6749678,2.810577,natural
16.450588,3.2564461,natural
13.617538,-2.9183557,natural
5.517637,-3.4896104,natural
7.555115,-1.7719932,natural
12.563813,2.4060714,natural
6.6308417,-2.8146367,natural
15.000663,4.109724,natural
12.055585,4.7832613,natural
7.501671,-1.3007919,natural
6.9162345,6.7429743,natural
15.054819,-1.4560099,natural
11.696292,3.6190526,natural
16.845251,2.8739157,natural
5.69077,-2.9221501,natural
14.021926,3.801572,natural
1.5492368,-0.031174978,natural
-2.3415165,4.8005815,natural
2.385399,-1.5085632,natural
2.812765,-1.3032224,natural
3.5437322,-2.6846979,natural
15.0612,-0.16825156,natural
1.5963839,-0.77359307,natural
10.192915,1.2675774,natural
15.67343,3.2174976,natural
2.7982533,-0.066133946,natural
13.853506,0.8686827,natural
3.3944142,-2.81257,natural
9.888521,2.2009585,natural
13.85485,1.138098,natural
16.071953,2.7845607,natural
-2.3224251,4.8813252,natural
16.39311,3.2095804,natural
4.40593,-2.4666023,natural
1.5091106,-0.07139181,natural
16.12846,2.1249952,natural
13.7041,0.46468654,natural
16.155893,3.37087,natural
13.729412,5.1726446,natural
11.997025,4.9933662,natural
6.688055,-1.4479804,natural
11.918037,4.8821664,natural
11.165763,3.2463472,natural
2.297522,-0.6652411,natural
15.386207,3.2919729,natural
14.321108,5.426351,natural
4.391288,-2.6481254,natural
-1.0364286,3.6235228,natural
11.37262,3.0286741,natural
9.60658,6.5873694,natural
11.135667,4.83618,natural
16.728937,2.4651706,natural
13.495038,0.7905989,natural
11.956226,2.2798946,natural
-2.4616826,3.9111784,natural
6.6096215,-2.8862097,natural
10.605739,-1.2754692,natural
7.6854486,-1.7821935,natural
5.6651206,-2.284037,natural
4.4414268,-2.2368903,natural
11.1831455,4.8380885,natural
3.4552786,-2.0368965,natural
12.751954,4.183191,natural
4.870929,-2.4762993,natural
15.260081,4.317153,natural
16.191896,3.3441048,natural
14.238582,4.4024873,natural
9.624881,5.067149,natural
-3.0526605,3.165351,natural
15.644636,2.937,natural
12.6218195,2.7419858,natural
12.498566,2.7182145,natural
6.3634415,-1.8306286,natural
14.023942,2.2120898,natural
14.857914,3.6148288,natural
5.3052683,-4.6091967,natural
3.5002,-2.8989332,natural
6.881932,-2.6051786,natural
13.816017,1.9946488,natural
14.254932,1.8612082,natural
3.7656362,-1.7862216,natural
13.747155,1.0843607,natural
12.176983,0.79503024,natural
12.413118,2.0677216,natural
-2.065872,3.9531522,natural
16.306038,3.5283737,natural
7.0546746,-1.2717003,natural
9.875476,4.926962,natural
3.57767,-1.0264792,natural
-2.3295195,4.5537233,natural
3.307421,-4.806193,natural
13.817137,4.2976274,natural
3.1215367,-2.3060174,natural
7.810123,-1.6792966,natural
15.5190935,3.4758322,natural
14.949599,-0.3502026,natural
1.9273497,-2.8372402,natural
7.916444,-0.3040058,natural
10.30554,-0.055179194,natural
12.180045,-0.3042578,natural
2.8401797,-2.7588832,natural
15.215141,-1.9059068,natural
11.939316,4.923852,natural
13.454908,4.682769,natural
1.0110222,-3.0150986,natural
14.407861,2.9387944,natural
5.159774,-1.7059237,natural
13.211053,1.6107402,natural
5.3066125,-2.6538818,natural
12.167435,-0.84299475,natural
12.188927,-0.27505627,natural
15.95642,3.3840559,natural
7.549552,-1.791715,natural
13.786029,2.014518,natural
7.8741927,-1.3826705,natural
10.754987,-1.0401031,natural
7.0443454,6.6110115,natural
5.2038574,-4.020022,natural
11.983411,2.778574,natural
5.879593,-2.3778427,natural
12.56076,4.49788,natural
1.9560804,-0.025036896,natural
6.0149827,-1.999352,natural
-3.0449708,3.2082977,natural
12.268383,-0.23341244,natural
6.855483,-1.7836896,natural
15.623767,3.93608,natural
12.297651,1.5458506,natural
14.599656,2.5374982,natural
15.326616,1.9813694,natural
0.9237646,-3.107544,natural
14.81375,3.523619,natural
5.4922853,-2.5702527,natural
16.782673,3.4647448,natural
4.4860854,-0.6115485,natural
13.920408,3.86628,natural
15.40066,1.902063,natural
4.3213735,-2.4228249,natural
6.7469788,-0.9997671,natural
6.222228,-1.8449969,natural
13.939441,-0.33969545,natural
14.832021,3.9507594,natural
15.0609045,3.1493924,natural
4.2632976,-2.034755,natural
5.344816,-4.7704587,natural
5.0615973,-2.4093366,natural
12.163011,2.169692,natural
3.0993028,-3.350324,natural
14.439172,1.8146083,natural
13.990169,3.5498807,natural
2.4853425,0.24800764,natural
13.3817425,3.405103,natural
14.92813,4.1595254,natural
11.996677,2.5900724,natural
14.630137,1.9019535,natural
5.6451287,-1.751066,natural
14.760076,3.4603343,natural
10.586889,-1.2296209,natural
9.610309,5.0738583,natural
14.1580105,2.9879215,natural
15.18338,4.3951244,natural
16.730364,3.6207461,natural
14.16882,4.3896484,natural
1.2460823,-2.7402127,natural
4.4735656,-3.0702286,natural
4.3580093,-1.7475015,natural
0.7967184,7.855322,natural
5.4359665,-2.5290294,natural
7.9865885,-0.99352425,natural
1.9453038,-0.19605324,natural
4.7320127,-1.0618875,natural
6.2453775,-0.91210943,natural
3.7383206,-2.1965516,natural
12.145533,4.0483065,natural
11.98855,4.1522017,natural
13.226852,3.23682,natural
6.9291053,-2.7656415,natural
3.4352148,-2.562028,natural
15.558551,2.6238005,natural
14.856493,3.7126741,natural
2.8963082,-2.2307615,natural
12.794566,4.11931,natural
10.547152,1.6312178,natural
15.983454,3.615395,natural
10.553674,-1.3123475,natural
5.0969114,-1.7096488,natural
16.952505,0.06164003,natural
14.1074295,4.831997,natural
-2.1261675,4.0946274,natural
14.095291,2.0982914,natural
4.5631037,-2.830396,natural
13.69623,4.2430873,natural
14.530875,1.1579117,natural
14.570132,0.95891327,natural
15.778156,2.8980572,natural
13.855365,-0.29176557,natural
-2.1199903,4.4242616,natural
6.875149,-1.0747176,natural
13.327052,1.8214825,natural
16.501574,1.7798988,natural
14.988816,3.6002376,natural
9.938943,2.1851196,natural
15.663817,3.1935976,natural
2.48986,-1.7519612,natural
6.904602,-2.3043559,natural
-3.6270795,4.082255,natural
16.929262,0.16293125,natural
13.5889,3.4793537,natural
16.058168,3.2274883,natural
0.98771614,-3.1693516,natural
4.909634,-2.1872072,natural
4.8851576,-3.457287,natural
13.5335655,4.8844304,natural
12.069867,2.579678,natural
5.668804,-1.6607362,natural
7.503221,-0.75334483,natural
15.895844,1.8667227,natural
-2.6496825,4.0704026,natural
6.703739,-1.723675,natural
12.663014,3.0579233,natural
11.849609,3.40997,natural
4.0372505,-3.0870454,natural
15.576471,2.8650699,natural
6.318703,-3.6457186,natural
9.652525,6.6071177,natural
4.333794,-0.68870395,natural
14.0776615,1.5039264,natural
7.9545226,-1.3030752,natural
3.250208,-4.04657,natural
16.084202,3.7897983,natural
15.234097,3.9971414,natural
3.8874466,-2.1569905,natural
4.640018,-2.8763762,natural
15.32126,2.0905182,natural
15.096265,-1.8225771,natural
14.283348,4.321123,natural
14.291311,5.388753,natural
13.685257,1.7900182,natural
15.518986,3.0356767,natural
10.773928,2.6273217,natural
16.076729,2.4894755,natural
6.042786,-2.6779459,natural
8.31656,-0.8962139,natural
4.747589,-2.4881873,natural
5.8982067,-2.027985,natural
3.4891617,0.3215163,natural
16.226524,3.4238377,natural
-1.6991903,3.6995726,natural
15.669251,3.0734792,natural
16.742865,3.90558,natural
0.8897301,-3.0885565,natural
15.102001,4.167243,natural
5.0125766,-2.6512625,natural
2.7019541,-3.9413416,natural
11.600222,4.445725,natural
10.867842,3.946459,natural
2.5003107,-1.7378144,natural
12.600171,1.5608733,natural
6.820478,-1.0128467,natural
13.079177,1.6960963,natural
14.935837,4.3235292,natural
12.301878,0.6887925,natural
3.7572508,-2.9040246,natural
3.8103516,-4.4693227,natural
2.7125065,-0.610733,natural
7.544892,-0.6981085,natural
13.420255,2.8563375,natural
16.612755,2.0927124,natural
14.695963,3.524589,natural
5.463816,-3.0827398,natural
14.611013,3.8012447,natural
15.699103,2.7612002,natural
9.127253,0.13574739,natural
15.335084,3.9696283,natural
12.758668,1.5412289,natural
12.498185,1.229873,natural
16.064991,2.0429003,natural
12.013139,2.7413702,natural
6.867068,-2.3981755,natural
13.139799,4.1211863,natural
14.868354,4.9690847,natural
12.717818,4.5416527,natural
12.528967,3.1357205,natural
5.4700108,-0.61195123,natural
10.850357,-1.0618075,natural
2.389116,-3.2931135,natural
12.26569,0.5920779,natural
12.883737,2.36788,natural
16.180525,3.1916292,natural
14.630345,3.2326758,natural
11.688957,2.956564,natural
4.298128,-2.3371727,natural
9.6546135,5.054344,natural
11.889111,4.0813613,natural
12.390642,-1.1902264,natural
16.500502,2.3227894,natural
14.972259,3.6516044,natural
13.669321,2.6576045,natural
6.018185,-2.7604334,natural
15.0068655,4.392286,natural
6.210222,-1.6485934,natural
1.8188857,-0.52163815,natural
15.505132,2.219781,natural
14.159555,2.89516,natural
11.033151,3.2490764,natural
13.578359,4.8224587,natural
6.9780264,-2.0115538,natural
6.7733817,-2.3544714,natural
2.068387,0.38613918,natural
15.850543,2.720036,natural
16.806145,2.581708,natural
12.002515,2.5880609,natural
0.79166424,7.8503423,natural
16.543741,2.6116571,natural
16.344461,2.3153512,natural
10.591194,4.2451305,natural
7.1358476,-1.6628858,natural
5.373744,-2.7554126,natural
9.693778,6.6458154,natural
7.7634063,-1.3893694,natural
13.068834,-0.49495038,natural
4.8792067,-2.6922135,natural
11.977138,3.4448724,natural
15.192942,3.3070133,natural
4.996268,-2.6075125,natural
12.507811,3.5653336,natural
15.3301,1.4556006,natural
3.3242004,-2.063611,natural
15.667064,2.1934068,natural
3.1854036,-1.9377424,natural
15.969494,4.5101895,natural
4.743987,-3.1393888,natural
-1.2847605,3.5989819,natural
8.372653,5.788832,natural
12.344745,-1.3483093,natural
11.892094,1.7226548,natural
6.731082,-1.8622731,natural
5.36547,-2.7497349,natural
14.490239,1.6819942,natural
1.437792,-0.32867503,natural
12.305618,3.277249,natural
10.7236,2.6708355,natural
16.620588,1.8772904,natural
14.445008,1.8942591,natural
12.731324,4.1209183,natural
2.7043772,-2.4757469,natural
1.934414,-2.845133,natural
14.195178,2.2165713,natural
-3.6413305,2.8465426,natural
2.7004766,-3.9285645,natural
4.788078,-2.678621,natural
12.960043,1.6559223,natural
-2.171725,4.2900524,natural
7.046868,-2.4109612,natural
11.728448,3.547902,natural
-2.2104046,3.7587783,natural
6.385674,-1.9939439,natural
12.790577,5.4652705,natural
2.8150992,-0.45967114,natural
-2.4588792,4.281461,natural
3.4792485,0.27731526,natural
1.487893,-0.03654253,natural
15.818364,3.2049901,natural
10.66764,-1.1979064,natural
-2.1503713,4.1292615,natural
16.008503,2.8461204,natural
-3.7639015,2.7229252,natural
15.061064,1.6624985,natural
4.78122,-1.2226139,natural
-2.1927865,4.83425,natural
12.204452,-1.242498,natural
5.42395,-3.4950845,natural
0.72869027,-3.1710565,natural
1.6885383,-0.45740098,natural
12.698699,4.493059,natural
13.535444,1.9578321,natural
10.791615,2.2447631,natural
-1.6641277,3.787461,natural
5.770111,-2.2087336,natural
16.54746,2.4057317,natural
16.325245,3.8780642,natural
5.3473616,-3.1147974,natural
12.508059,2.8029542,natural
14.85692,3.6034925,natural
3.9168801,-2.0789738,natural
3.5833247,-1.6414874,natural
1.8035278,-0.47000057,natural
0.88616604,-3.1214454,natural
14.384504,3.746682,natural
14.308272,5.4190784,natural
4.552725,-2.663758,natural
5.317182,-3.1093645,natural
3.3032393,-2.6493046,natural
3.926796,-0.8000644,natural
3.3342593,-0.031867884,natural
3.4279656,-2.159603,natural
11.497322,2.9924622,natural
5.4393883,-0.61162794,natural
4.1464114,-1.7530304,natural
15.829257,3.1925323,natural
16.115124,3.6234748,natural
2.7337632,-3.8959506,natural
4.9113903,-2.8959227,natural
4.0419893,-0.7906932,natural
14.609768,2.4047067,natural
5.0279503,-3.2464106,natural
-2.3653796,4.0652456,natural
12.134714,2.0680804,natural
4.911427,-1.9516677,natural
4.12594,-0.82877964,natural
11.467473,6.0132327,natural
15.3761,4.295521,natural
7.0016775,-2.2420561,natural
14.090182,4.9276567,natural
14.178605,3.034264,natural
6.001584,-2.6661139,natural
15.424937,2.2517333,natural
14.266974,3.7619882,natural
2.7707603,-2.2861109,natural
14.4186735,1.0848156,natural
12.051569,3.702485,natural
6.707698,-1.7034785,natural
13.687181,0.37663445,natural
14.317119,5.454036,natural
11.656692,3.6387851,natural
6.5454173,-2.845761,natural
14.586769,4.702314,natural
11.976132,2.5668573,natural
13.498009,0.373912,natural
3.2979317,-0.08035825,natural
5.7274895,-1.4875119,natural
15.965772,3.2350664,natural
16.688004,3.8816178,natural
2.9710608,-0.33820328,natural
3.0085068,-0.19508806,natural
12.867583,1.1194763,natural
11.059671,4.800235,natural
7.9651785,-1.9724442,natural
2.677911,-3.8839972,natural
16.292078,3.4371498,natural
8.029533,-1.3095067,natural
11.0337105,3.2238853,natural
7.0716553,-1.323648,natural
11.449914,4.6751246,natural
14.499713,2.9892771,natural
14.90671,3.9290767,natural
12.910734,0.8255071,natural
6.8895607,-2.3696938,natural
12.947712,0.20397884,natural
15.175205,0.9427647,natural
-3.6482375,2.8495214,natural
14.577397,1.8950255,natural
12.851303,4.18131,natural
2.5397804,-3.5505626,natural
5.2814617,-2.4424443,natural
13.155951,-0.43519452,natural
15.207528,4.4954133,natural
7.827806,-1.5264356,natural
2.0143008,0.3182967,natural
15.628303,2.5560334,natural
16.517801,4.046629,natural
13.490313,-0.16977938,natural
12.7607565,4.598685,natural
14.930953,-0.2887516,natural
11.906135,3.3529544,natural
2.148513,-2.8945072,natural
11.474552,6.0041804,natural
7.934497,-0.28026935,natural
-1.7706455,3.6377435,natural
3.8007848,-0.80261654,natural
14.889838,-0.30718896,natural
7.4621053,-1.236725,natural
2.481421,-3.3549335,natural
15.548522,4.3813863,natural
16.584337,2.7401562,natural
-2.6897793,3.6160328,natural
6.820781,-2.817661,natural
12.772288,4.166956,natural
14.809993,-0.24288253,natural
2.089592,-2.8623211,natural
16.13248,3.0785103,natural
11.310281,0.5877242,natural
12.907611,2.237309,natural
4.69535,-1.7906163,natural
12.304916,3.2165778,natural
4.146897,-1.4871883,natural
14.212968,3.5745783,natural
10.943421,0.9459739,natural
5.922552,-2.877464,natural
2.0956352,-0.6654077,natural
5.900362,-1.3148234,natural
12.976682,0.33155072,natural
10.189021,-0.80441654,natural
-2.1744087,4.7009387,natural
10.553855,1.6385732,natural
3.3685148,-4.701204,natural
11.061118,3.2274063,natural
10.617573,-1.2038938,natural
15.370564,4.6321287,natural
15.254341,4.4846616,natural
13.874586,3.260841,natural
12.976045,0.19798112,natural
11.997691,5.0102825,natural
-2.3741422,5.1396604,natural
1.9410704,-0.027608987,natural
-3.3510664,3.9361954,natural
15.098492,2.8657646,natural
1.9817243,-1.1043524,natural
4.612279,-2.633166,natural
4.690509,-1.3746568,natural
13.306664,3.2079716,natural
10.776281,4.1471987,natural
15.132624,3.5514274,natural
2.579849,-1.4516237,natural
5.8806376,-1.5977376,natural
13.746507,5.6858625,natural
11.336066,4.6940107,natural
7.194659,-1.2804859,natural
11.489718,3.0282054,natural
-2.4537613,4.009466,natural
7.0087986,6.6542883,natural
12.301467,1.1068025,natural
11.486899,3.0107672,natural
15.2217,-1.9158413,natural
3.7186599,-2.1560175,natural
15.448154,3.6373434,natural
2.7973557,-4.742879,natural
14.890947,-0.24810478,natural
12.168237,-0.85969275,natural
15.627925,3.5455337,natural
-3.652937,4.087843,natural
15.645429,2.7186089,natural
6.061505,-2.0430515,natural
3.3726535,-2.839405,natural
3.5871134,-4.613418,natural
7.090615,-2.1909823,natural
14.649707,2.7028153,natural
3.010048,-0.24108545,natural
15.805237,3.6420329,natural
16.030422,3.4502528,natural
6.1928506,-1.5083872,natural
8.68041,-0.9420709,natural
6.019865,-2.254277,natural
7.1407747,6.484671,natural
6.6997037,-2.5869615,natural
13.505327,4.7977424,natural
4.352092,-1.9604589,natural
5.0674396,-2.3544343,natural
13.458307,0.56026137,natural
2.8953288,-2.7460642,natural
3.4678206,-2.9042842,natural
3.6686988,-0.90482813,natural
2.1116595,-2.903791,natural
14.320181,3.167764,natural
7.991702,-0.1802712,natural
7.0244055,-1.7262115,natural
17.180054,-0.08726582,natural
15.1834135,0.9449679,natural
3.9518318,-0.71450835,natural
6.2981067,-2.0153122,natural
14.435444,2.1577442,natural
12.241286,-0.27703467,natural
14.9206505,4.5143914,natural
11.077601,4.4753475,natural
14.624139,2.3560512,natural
6.9465356,-2.4594615,natural
14.006229,3.6012034,natural
4.2459607,-1.398895,natural
15.297573,3.49349,natural
6.702102,-2.552881,natural
1.8074168,-2.916056,natural
10.676282,2.6914625,natural
2.8136742,-4.7342386,natural
10.541156,0.13309045,natural
2.6983778,-3.7764869,natural
15.574043,3.6242201,natural
16.41421,2.7236068,natural
-2.272185,4.4545565,natural
8.370826,5.773489,natural
6.9189854,6.7396173,natural
12.574217,3.0380151,natural
-3.7081342,4.161901,natural
7.539733,-1.6738058,natural
12.986332,4.1300015,natural
14.099616,1.0171168,natural
13.7877,0.5404833,natural
5.5621076,-0.92832154,natural
12.438228,-1.1360244,natural
11.456961,6.0017405,natural
7.798596,-1.358986,natural
-2.3178878,4.1072965,natural
14.112938,3.1053734,natural
6.4921184,-2.9255652,natural
3.7875688,-1.4562461,natural
2.7445905,-2.9016418,natural
0.86349416,-3.1317549,natural
-3.6600807,2.8322463,natural
16.596788,4.136319,natural
15.502824,2.109372,natural
5.197699,-4.6997113,natural
-3.7135153,4.1622386,natural
15.158405,2.4710758,natural
4.0748878,-2.453802,natural
3.9410934,-1.5480351,natural
14.836869,3.7659252,natural
5.7669415,-2.9240556,natural
16.63813,2.6103442,natural
12.175555,2.2322488,natural
16.5963,2.882221,natural
16.553362,3.6532488,natural
14.643666,3.7812448,natural
1.3346422,-0.4269246,natural
3.778599,-2.3526106,natural
15.369642,3.563502,natural
15.62046,2.121785,natural
-3.5806992,4.0427737,natural
7.064186,6.5940547,natural
16.06717,3.3716254,natural
4.787237,-3.5486345,natural
4.5875974,-2.6624823,natural
-1.6611947,3.7307935,natural
11.226895,2.3965423,natural
11.659547,2.2162926,natural
12.946255,0.31454307,natural
1.8512044,-0.0669015,natural
13.469155,3.6378045,natural
2.1495254,-3.4712813,natural
7.8304706,-1.4680393,natural
2.5889475,-0.45781162,natural
12.518507,3.5160403,natural
8.720493,2.851323,natural
13.609299,-2.9097788,natural
3.1188414,-2.9739556,natural
1.9945122,-0.6309035,natural
2.1602998,-3.3346848,natural
11.513213,2.9011714,natural
4.4205112,-2.2306483,natural
14.196715,1.5270278,natural
14.850085,3.932985,natural
3.0814111,-0.37721598,natural
14.568063,1.4980563,natural
12.917814,0.28316063,natural
13.966324,4.8757052,natural
10.504732,0.15731846,natural
12.7942295,3.025724,natural
16.598536,3.969591,natural
3.2472396,-2.569526,natural
12.240296,0.4828056,natural
2.9747052,-3.667367,natural
3.4384928,-3.1379793,natural
1.9342545,-2.9015121,natural
13.832195,4.048267,natural
12.014527,5.1119213,natural
12.818572,5.461944,natural
14.80643,3.8719466,natural
6.3882957,-2.0082297,natural
4.1805267,-2.0408857,natural
12.300476,0.0048598326,natural
13.432763,3.6521344,natural
15.340207,3.5557601,natural
-2.3477871,3.508142,natural
2.1722417,0.42382637,natural
5.690193,-2.2985783,natural
13.112193,1.7162201,natural
14.066864,2.0766685,natural
5.952906,-2.5323799,natural
10.6910715,2.6907833,natural
3.1887138,-4.7991247,natural
3.491989,-2.9227407,natural
12.944065,0.7473091,natural
14.953783,-0.29100972,natural
16.674833,3.5273445,natural
3.7948596,-1.7090125,natural
4.20084,-0.38693795,natural
6.6123605,-2.4743695,natural
6.3478084,-1.5547502,natural
4.4467497,-1.8896089,natural
15.729855,2.765728,natural
2.5054653,-3.0680444,natural
2.1791902,-0.32934678,natural
16.725277,2.87313,natural
15.178911,4.2653413,natural
15.533414,2.4498315,natural
0.8372063,-3.1223936,natural
0.82991296,7.892001,natural
-2.239003,4.28407,natural
7.2821755,-1.3100201,natural
1.8631629,-2.8288996,natural
5.846531,-2.6829472,natural
-3.5667808,2.8857315,natural
13.787206,5.6498175,natural
6.7947927,-2.0283592,natural
15.940631,2.0113413,natural
13.515225,3.345968,natural
14.727391,2.6599443,natural
10.552116,-1.2970456,natural
1.8511825,-0.45436695,natural
12.540551,2.5231893,natural
15.972175,3.3486803,natural
4.119838,-2.0537667,natural
10.179091,-0.14073227,natural
6.479986,-2.4020338,natural
-3.050784,3.6970484,natural
15.796153,3.3890455,natural
15.194859,-1.8559839,natural
4.2893167,-1.5627385,natural
5.543902,-3.4893358,natural
3.335644,-4.9240913,natural
10.497607,-0.92631125,natural
2.6307786,-0.59306407,natural
13.126123,-0.46794915,natural
15.570589,1.9359058,natural
16.725245,2.7401683,natural
12.578737,2.7124977,natural
8.786195,2.9346786,natural
3.0957923,-0.16628015,natural
15.094427,0.12378046,natural
12.768786,5.4605775,natural
5.6622562,-1.6675435,natural
16.515108,3.5441504,natural
15.063286,2.8189447,natural
3.0214188,-2.2765088,natural
14.820453,3.2525337,natural
15.814822,3.9528413,natural
4.361273,-2.303394,natural
10.525031,-0.82261384,natural
13.743575,5.6722336,natural
11.249714,0.55499375,natural
0.7686689,7.8241715,natural
14.996865,4.0894756,natural
10.72576,-1.0797787,natural
6.8549776,-1.4148357,natural
11.499932,2.9244716,natural
0.84000164,-3.1335776,natural
12.501597,2.7121837,natural
16.426317,3.4577026,natural
0.85059476,7.9122095,natural
11.58285,0.70768344,natural
-3.532337,2.9232376,natural
5.1613894,-3.3148828,natural
15.518712,2.3387327,natural
6.5183673,-2.4526145,natural
7.1970296,-2.2356625,natural
12.005046,0.40477315,natural
14.997188,0.049025014,natural
13.420791,2.8485363,natural
1.4758811,-0.63226545,natural
7.5557575,-1.2400032,natural
14.9133415,0.2220873,natural
2.4142246,-2.21568,natural
6.4539433,-1.9890345,natural
11.995114,4.346021,natural
8.007674,-1.6160449,natural
2.2712278,-1.5069064,natural
9.656525,6.6758943,natural
7.0123925,-0.3876664,natural
14.176243,1.3548682,natural
5.4680943,-3.3091042,natural
12.0339985,4.836344,natural
3.83672,-1.7766984,natural
15.267387,2.3796086,natural
14.109668,5.1502595,natural
4.4144793,-2.2452543,natural
1.9022294,-2.8093047,natural
13.190756,-0.4931586,natural
15.7994795,3.9641025,natural
-3.882799,4.3148065,natural
10.776225,4.2703786,natural
6.118962,-2.0599184,natural
6.6529236,-1.912921,natural
8.571291,5.5740676,natural
7.2268214,-1.8424431,natural
2.019493,-1.191162,natural
12.407876,-1.1252993,natural
15.457709,2.9296515,natural
15.183232,-1.8631728,natural
4.610522,-2.3883836,natural
2.5058541,-1.7173873,natural
14.721635,2.6844778,natural
5.1799417,-3.239001,natural
-1.7967613,3.6233473,natural
11.714407,3.5865378,natural
5.9306426,-2.943219,natural
5.309057,-4.736876,natural
13.3553915,4.7282524,natural
17.112516,-0.019478094,natural
13.5613365,3.548648,natural
13.643158,4.28471,natural
12.664414,3.7398791,natural
10.874675,1.0063887,natural
-3.5775917,2.898847,natural
-2.1235282,4.4310946,natural
14.878127,2.539364,natural
14.409359,2.9128923,natural
2.6124587,-0.29231825,natural
12.749049,0.78706795,natural
16.296883,2.123399,natural
3.9645228,-2.2061033,natural
5.269228,-3.2981265,natural
14.916921,2.443321,natural
13.132839,-0.43867877,natural
5.3472805,-4.7452364,natural
4.4632177,-2.6797907,natural
5.3756933,-2.4486868,natural
4.051246,-1.9641693,natural
11.662756,4.9650216,natural
6.4962907,-2.4430428,natural
3.639235,-1.0099427,natural
15.367901,4.6050696,natural
8.347678,5.8141885,natural
1.7165624,-0.42030102,natural
17.06771,0.022173665,natural
3.910359,-0.90894276,natural
7.9314938,-0.9969612,natural
16.711317,3.0913405,natural
4.906698,-2.3550732,natural
4.063283,-1.8714671,natural
5.4381886,-2.7153718,natural
11.860915,2.2257457,natural
10.813155,-1.0541133,natural
12.994537,0.19994001,natural
5.764607,-1.4001188,natural
13.947169,-0.3705544,natural
12.69057,1.6755579,natural
2.3350499,-2.7559202,natural
9.703163,6.5871882,natural
12.751997,3.0112464,natural
6.3235455,-2.5688846,natural
6.430029,-1.4487346,natural
11.405942,1.830319,natural
9.556944,2.8140984,natural
7.108418,6.5417686,natural
6.411905,-2.4632874,natural
14.109988,2.133183,natural
15.904204,1.9223946,natural
11.481496,7.748766,natural
15.047571,0.13648942,natural
2.0465865,-2.804922,natural
12.405851,0.4035711,natural
14.955623,-0.32149032,natural
3.804175,-1.63197,natural
11.532603,0.35543892,natural
11.475551,6.0113654,natural
4.013147,-3.3802826,natural
2.6683886,-3.9820611,natural
6.913708,-2.3661053,natural
4.9222155,-4.222924,natural
12.358569,-1.1855263,natural
3.0817633,-0.33271915,natural
4.7115197,-0.90459126,natural
7.3950825,-0.93193924,natural
16.028704,2.0231335,natural
13.587264,0.41462308,natural
1.4312367,-0.2921188,natural
5.6763587,-1.2813182,natural
14.789678,2.8636546,natural
2.5089033,-0.94015867,natural
12.942892,1.3770154,natural
6.177457,-2.747421,natural
15.085459,4.3582087,natural
14.015177,4.4937453,natural
16.568438,2.4933028,natural
6.2636456,-3.7138546,natural
3.3445337,-4.925448,natural
7.7949877,-1.520455,natural
13.82709,5.6865506,natural
16.792847,0.18105792,natural
5.3433514,-1.9534285,natural
15.56579,3.0235438,natural
-1.4341097,3.604422,natural
10.593856,-1.2952052,natural
14.373017,1.9652739,natural
14.921945,4.503893,natural
10.811856,2.272318,natural
12.8063545,4.0850263,natural
0.83582985,-3.106282,natural
15.121469,-1.8020117,natural
0.89561844,-3.110626,natural
15.760047,2.0548565,natural
13.322625,4.049139,natural
6.2471066,-0.7982417,natural
11.862526,3.4525032,natural
11.4605,7.7692122,natural
3.9264135,-4.360173,natural
14.733278,1.6036078,natural
3.8944972,-2.535891,natural
4.87411,-1.7608546,natural
14.796437,4.6519732,natural
13.860194,1.1443303,natural
7.1595626,6.480696,natural
