target,gradient_mean,slice_mean,gradient_median,slice_median,gradient_n,slice_n
20.0,9.020870212473941,10.287528561053314,6.229114841275817,9.591002361813121,100,100
50.0,10.61520822101363,9.244770269548956,10.29590094242967,8.25374078411766,100,100
70.0,11.723436501756236,10.804289720120915,13.231931694447228,10.443717885103524,100,100
