method,count,mean_rg,std_rg,min_rg,max_rg,median_rg
initial_feedforward,229,47.40512752754895,25.226431264768074,10.99722108820997,214.04020784774684,43.22898360858159
gradient_ascent,100,8.965349910840544,6.305237207101541,1.5060617484799137,19.41320660170665,6.092444509861066
slice_sampling,100,11.019010743810021,6.390418299360775,1.1080341954652448,19.41018476381484,12.706908260572103
